DATE,TRANSFER_ORDER,TO_LINE,TO_TIME,DELIVERY_NO,TIME_PICK_COMPLETED,INVOICE_NUMBER,SKU,QTY,CUSTOMER,ADDRESS,STORAGE_BIN,,,,,,,,,,,
2-Jul,439968,2,10:18 AM,6414149012,9:24 AM,11368,ALV540305,5,20004043,DA NANG,A04-05-02,,,,,,,,,,,
2-Jul,439968,3,10:18 AM,6414149012,9:24 AM,11368,ALV540306,5,20004043,DA NANG,C10-07-01,,,,,,,,,,,
2-Jul,439969,1,10:18 AM,6414149013,9:24 AM,11343,AA9N15636,2,20004054,BINH DUONG,D03-02-04,,,,,,,,,,,
2-Jul,439970,2,10:18 AM,6414149013,9:24 AM,11343,ALV510315,1,20004054,BINH DUONG,H06-05-02,,,,,,,,,,,
2-Jul,439971,3,10:18 AM,6414149013,9:24 AM,11343,ALC1DT60AM7,2,20004054,BINH DUONG,E01-01-04,,,,,,,,,,,
2-Jul,439971,4,10:18 AM,6414149013,9:24 AM,11343,ADF101N,6,20004054,BINH DUONG,E12-02-04,,,,,,,,,,,
2-Jul,439971,5,10:18 AM,6414149013,9:24 AM,11343,ALC1DT40M7,2,20004054,BINH DUONG,F11-03-05,,,,,,,,,,,
2-Jul,439972,1,9:18 AM,6414149066,9:25 AM,11363,AEP13_G19,60,20004055,HCM,G02-01-04,,,,,,,,,,,
2-Jul,439973,1,10:18 AM,6414149014,9:24 AM,11369,ANS080N3M2,2,20004043,DA NANG,H05-05-01,,,,,,,,,,,
2-Jul,439974,1,10:18 AM,6414149015,9:24 AM,11319,AF1426UEST2M_G19,1015,20004043,DA NANG,G06-08-01,,,,,,,,,,,
2-Jul,439975,1,10:18 AM,6414149016,9:24 AM,11320,AA9F74210,10,20004043,DA NANG,A06-02-01,,,,,,,,,,,
2-Jul,439975,2,10:18 AM,6414149016,9:24 AM,11320,AA9F84332,4,20004043,DA NANG,B01-02-03,,,,,,,,,,,
2-Jul,439975,3,10:18 AM,6414149016,9:24 AM,11320,AA9F84332,6,20004043,DA NANG,B03-02-01,,,,,,,,,,,
2-Jul,439975,4,10:18 AM,6414149016,9:24 AM,11320,AA9F84232,10,20004043,DA NANG,D11-02-05,,,,,,,,,,,
2-Jul,439975,5,10:18 AM,6414149016,9:24 AM,11320,AA9F84250,2,20004043,DA NANG,D12-01-06,,,,,,,,,,,
2-Jul,439975,6,10:18 AM,6414149016,9:24 AM,11320,AA9R50240,5,20004043,DA NANG,H09-02-05,,,,,,,,,,,
2-Jul,439975,7,10:18 AM,6414149016,9:24 AM,11320,AA9F84240,2,20004043,DA NANG,J07-02-05,,,,,,,,,,,
2-Jul,439976,8,10:18 AM,6414149016,9:24 AM,11320,AA9D31616,30,20004043,DA NANG,C07-05-01,,,,,,,,,,,
2-Jul,439976,9,10:18 AM,6414149016,9:24 AM,11320,AA9D31616,50,20004043,DA NANG,C07-05-01,,,,,,,,,,,
2-Jul,439976,10,10:18 AM,6414149016,9:24 AM,11320,AA9D31616,20,20004043,DA NANG,C07-05-01,,,,,,,,,,,
